Line Number,Text,Season,Episode,Episode Name
667,Shut up and get in,1,3,Denial Anger Acceptance
668,the fucking car!,1,3,Denial Anger Acceptance
669,"Get in there, you miserable",1,3,Denial Anger Acceptance
670,fucking prick!,1,3,Denial Anger Acceptance
671,I can't get used to,1,3,Denial Anger Acceptance
672,strangers in my house.,1,3,Denial Anger Acceptance
673,Why'd you invite them?,1,3,Denial Anger Acceptance
674,Try one of these.,1,3,Denial Anger Acceptance
675,You're a fucking great cook.,1,3,Denial Anger Acceptance
676,I cook like this...,1,3,Denial Anger Acceptance
677,...it reminds me of what I lost.,1,3,Denial Anger Acceptance
678,To have my restaurant ripped from me.,1,3,Denial Anger Acceptance
679,I can't tell you...,1,3,Denial Anger Acceptance
680,It was like losing a limb.,1,3,Denial Anger Acceptance
681,Sometimes I lay in bed...,1,3,Denial Anger Acceptance
682,Statti zitto! Enough already.,1,3,Denial Anger Acceptance
683,Forget about the past.,1,3,Denial Anger Acceptance
684,Look to the future.,1,3,Denial Anger Acceptance
685,I'm sick of hearing of your restaurant.,1,3,Denial Anger Acceptance
686,"Shut up, you depressing jerk!",1,3,Denial Anger Acceptance
687,What the fuck do you know about it?,1,3,Denial Anger Acceptance
688,You motherfucker.,1,3,Denial Anger Acceptance
689,[CHUCKLING],1,3,Denial Anger Acceptance
690,TONY:,1,3,Denial Anger Acceptance
691,You fucking jerk!,1,3,Denial Anger Acceptance
692,Come on. Give it up.,1,3,Denial Anger Acceptance
693,[LAUGHING],1,3,Denial Anger Acceptance
694,TONY:,1,3,Denial Anger Acceptance
695,See what you get when you...,1,3,Denial Anger Acceptance
696,[ARIEL GROANS],1,3,Denial Anger Acceptance
697,PAULIE:,1,3,Denial Anger Acceptance
698,Fucking son of a bitch!,1,3,Denial Anger Acceptance
699,"Get up, you stubborn fuck.",1,3,Denial Anger Acceptance
700,Please!,1,3,Denial Anger Acceptance
701,Too late. All this because,1,3,Denial Anger Acceptance
702,you won't say yes to a divorce?,1,3,Denial Anger Acceptance
703,It's not that simple!,1,3,Denial Anger Acceptance
704,Why not? You sign your fucking name,1,3,Denial Anger Acceptance
705,to a piece of paper!,1,3,Denial Anger Acceptance
706,I don't like you.,1,3,Denial Anger Acceptance
707,"Well, I don't like you.",1,3,Denial Anger Acceptance
708,You believe this prick?,1,3,Denial Anger Acceptance
709,"What do I get, huh? You work",1,3,Denial Anger Acceptance
710,for nothing? I don't think so!,1,3,Denial Anger Acceptance
711,I say we force-feed him his sombrero.,1,3,Denial Anger Acceptance
712,"She wants to go to Israel,",1,3,Denial Anger Acceptance
713,I send her. I pay.,1,3,Denial Anger Acceptance
714,"I feed her, I clothe her,",1,3,Denial Anger Acceptance
715,I put a roof over her head.,1,3,Denial Anger Acceptance
716,I worked for her father for 20 years,1,3,Denial Anger Acceptance
717,and took his abuse.,1,3,Denial Anger Acceptance
718,So I get nothing?,1,3,Denial Anger Acceptance
719,Stand up!,1,3,Denial Anger Acceptance
720,We don't care.,1,3,Denial Anger Acceptance
721,"Tough fucking luck, ain't it, pal?",1,3,Denial Anger Acceptance
722,You mother...!,1,3,Denial Anger Acceptance
723,Silvio!,1,3,Denial Anger Acceptance
724,[ARIEL GROANS],1,3,Denial Anger Acceptance
725,Motherfucker.,1,3,Denial Anger Acceptance
726,This guy's a bull.,1,3,Denial Anger Acceptance
727,"Paulie, if we don't kill this prick...",1,3,Denial Anger Acceptance
728,...we should put him to work.,1,3,Denial Anger Acceptance
729,[IRINA GIGGLES],1,3,Denial Anger Acceptance
730,[TONY GRUNTS],1,3,Denial Anger Acceptance
731,Time's a-wasting.,1,3,Denial Anger Acceptance
732,I was lucky I could get out at all,1,3,Denial Anger Acceptance
733,with that party tonight.,1,3,Denial Anger Acceptance
734,[PHONE RINGS],1,3,Denial Anger Acceptance
735,Shit!,1,3,Denial Anger Acceptance
736,Hello.,1,3,Denial Anger Acceptance
737,SILVIO [ON PHONE]: Tony.,1,3,Denial Anger Acceptance
738,Sorry to bother you.,1,3,Denial Anger Acceptance
739,This isn't working out how we hoped.,1,3,Denial Anger Acceptance
740,With our friend,1,3,Denial Anger Acceptance
741,with the funny sideburns.,1,3,Denial Anger Acceptance
742,Don't say no more on the phone.,1,3,Denial Anger Acceptance
743,I'm coming down.,1,3,Denial Anger Acceptance
744,Shit!,1,3,Denial Anger Acceptance
745,I gotta go.,1,3,Denial Anger Acceptance
746,[SPEAKS IN RUSSIAN],1,3,Denial Anger Acceptance
747,You just got here.,1,3,Denial Anger Acceptance
748,"Yeah, I know, but I gotta go.",1,3,Denial Anger Acceptance
749,[SPEAKS IN RUSSIAN],1,3,Denial Anger Acceptance
750,What's that painting mean to you?,1,3,Denial Anger Acceptance
751,Nothing. It just reminds me,1,3,Denial Anger Acceptance
752,of David Hockey.,1,3,Denial Anger Acceptance
753,[CAR ALARM BEEPS],1,3,Denial Anger Acceptance
754,You want something to munch on?,1,3,Denial Anger Acceptance
755,TONY:,1,3,Denial Anger Acceptance
756,Are you kidding me?,1,3,Denial Anger Acceptance
757,Most guys I know would be happy,1,3,Denial Anger Acceptance
758,to get rid of their wife.,1,3,Denial Anger Acceptance
759,I tried explaining the realities here.,1,3,Denial Anger Acceptance
760,This guy's as stubborn,1,3,Denial Anger Acceptance
761,as a fucking mule.,1,3,Denial Anger Acceptance
762,He says it's principle.,1,3,Denial Anger Acceptance
763,I think we gotta... you know.,1,3,Denial Anger Acceptance
764,That's why we called you.,1,3,Denial Anger Acceptance
765,TONY: I promised the father-in-law,1,3,Denial Anger Acceptance
766,I wouldn't.,1,3,Denial Anger Acceptance
767,I don't know what else to do.,1,3,Denial Anger Acceptance
768,"You're a stupid fucker,",1,3,Denial Anger Acceptance
769,you know that?,1,3,Denial Anger Acceptance
770,I've heard it said.,1,3,Denial Anger Acceptance
771,"What are you, proud of it?",1,3,Denial Anger Acceptance
772,You kill me and a dark cloud goes over,1,3,Denial Anger Acceptance
773,Shlomo's house.,1,3,Denial Anger Acceptance
774,"Either way, they'll be no get",1,3,Denial Anger Acceptance
775,unless restitution is made.,1,3,Denial Anger Acceptance
776,"You really would let me kill you,",1,3,Denial Anger Acceptance
777,you sick fuck.,1,3,Denial Anger Acceptance
778,You ever heard of the Masada?,1,3,Denial Anger Acceptance
779,"For two years, 900 Jews",1,3,Denial Anger Acceptance
780,held their own...,1,3,Denial Anger Acceptance
781,"...against 15,000 Roman soldiers.",1,3,Denial Anger Acceptance
782,They chose death before enslavement.,1,3,Denial Anger Acceptance
783,"And the Romans, where are they now?",1,3,Denial Anger Acceptance
784,"You're looking at them, asshole.",1,3,Denial Anger Acceptance
785,"Yea, though I walk through",1,3,Denial Anger Acceptance
786,the valley of the shadow of death...,1,3,Denial Anger Acceptance
787,...I fear no evil,1,3,Denial Anger Acceptance
788,for Thou art with me.,1,3,Denial Anger Acceptance
789,"Yeah, hold that thought.",1,3,Denial Anger Acceptance
790,[PHONE RINGS],1,3,Denial Anger Acceptance
791,Yeah?,1,3,Denial Anger Acceptance
792,I'm with my non-shellfish-eating,1,3,Denial Anger Acceptance
793,"friend, and I'm tapped out.",1,3,Denial Anger Acceptance
794,This guy won't listen to reason.,1,3,Denial Anger Acceptance
795,"Didn't I tell you, huh?",1,3,Denial Anger Acceptance
796,I warned you to keep away,1,3,Denial Anger Acceptance
797,from them.,1,3,Denial Anger Acceptance
798,He left me no options.,1,3,Denial Anger Acceptance
799,He's willing to go down with the ship.,1,3,Denial Anger Acceptance
800,Here's a thought.,1,3,Denial Anger Acceptance
801,Maybe he's willing to go to,1,3,Denial Anger Acceptance
802,the world to come...,1,3,Denial Anger Acceptance
803,...but if he's stuck here,1,3,Denial Anger Acceptance
804,on this earth...,1,3,Denial Anger Acceptance
805,...I know one thing that no man,1,3,Denial Anger Acceptance
806,wants to go through life without.,1,3,Denial Anger Acceptance
807,What?,1,3,Denial Anger Acceptance
808,Oh.,1,3,Denial Anger Acceptance
809,That's a brilliant idea.,1,3,Denial Anger Acceptance
810,"Make like a mohel, huh?",1,3,Denial Anger Acceptance
811,Finish his bris.,1,3,Denial Anger Acceptance
812,Yeah.,1,3,Denial Anger Acceptance
813,"Paulie, get the ball cutters",1,3,Denial Anger Acceptance
814,from out of the truck.,1,3,Denial Anger Acceptance
815,"Ariel, we're going to plan B.",1,3,Denial Anger Acceptance
816,The phone has been ringing,1,3,Denial Anger Acceptance
817,all morning.,1,3,Denial Anger Acceptance
818,"The Rotellis, the Trillos.",1,3,Denial Anger Acceptance
819,He has to do with computers.,1,3,Denial Anger Acceptance
820,They're wonderful.,1,3,Denial Anger Acceptance
821,She invited us to brunch.,1,3,Denial Anger Acceptance
822,Really?,1,3,Denial Anger Acceptance
823,Yep.,1,3,Denial Anger Acceptance
824,"But it was the food, Mainie.",1,3,Denial Anger Acceptance
825,Everybody raved about it.,1,3,Denial Anger Acceptance
826,"Cynthia said, ""I love those rice balls,""",1,3,Denial Anger Acceptance
827,like she never had arancini before.,1,3,Denial Anger Acceptance
828,"Really, Mainie, I couldn't have",1,3,Denial Anger Acceptance
829,done it without you.,1,3,Denial Anger Acceptance
830,"It meant so much to me,",1,3,Denial Anger Acceptance
831,having you here.,1,3,Denial Anger Acceptance
832,It just made it so much fun for me.,1,3,Denial Anger Acceptance
833,"Mainie, is something wrong?",1,3,Denial Anger Acceptance
834,You got something on your mind?,1,3,Denial Anger Acceptance
835,What could be wrong?,1,3,Denial Anger Acceptance
836,"Listen, sweetie.",1,3,Denial Anger Acceptance
837,"It may not seem like it right now,",1,3,Denial Anger Acceptance
838,but you'll get back on your feet again.,1,3,Denial Anger Acceptance
839,"Carmela, I'm fine where I am.",1,3,Denial Anger Acceptance
840,I know. That's not what I meant.,1,3,Denial Anger Acceptance
841,"Carmela, I never wanted",1,3,Denial Anger Acceptance
842,to tell you this.,1,3,Denial Anger Acceptance
843,It happened so long ago.,1,3,Denial Anger Acceptance
844,You and Tony weren't even married.,1,3,Denial Anger Acceptance
845,It's probably silly for me,1,3,Denial Anger Acceptance
846,to even bring it up now.,1,3,Denial Anger Acceptance
847,What?,1,3,Denial Anger Acceptance
848,You were at the shore,1,3,Denial Anger Acceptance
849,with your parents.,1,3,Denial Anger Acceptance
850,You and Tony were on the outs.,1,3,Denial Anger Acceptance
851,He called me.,1,3,Denial Anger Acceptance
852,He did?,1,3,Denial Anger Acceptance
853,"One thing led to another,",1,3,Denial Anger Acceptance
854,we started dating each other and...,1,3,Denial Anger Acceptance
855,"Carmela, I slept with him.",1,3,Denial Anger Acceptance
856,You slept with Tony?,1,3,Denial Anger Acceptance
857,"Really, it wasn't for me.",1,3,Denial Anger Acceptance
858,"Carmela, what I'm trying to say is,",1,3,Denial Anger Acceptance
859,stop worrying about me.,1,3,Denial Anger Acceptance
860,"Really. I mean, we both made",1,3,Denial Anger Acceptance
861,our choices. I'm fine with mine.,1,3,Denial Anger Acceptance
862,I'd like for you to consider this.,1,3,Denial Anger Acceptance
863,SILVIO:,1,3,Denial Anger Acceptance
864,Don't give me that.,1,3,Denial Anger Acceptance
865,TONY:,1,3,Denial Anger Acceptance
866,What's going on? Why'd you page me?,1,3,Denial Anger Acceptance
867,This guy's trying to pull,1,3,Denial Anger Acceptance
868,some bullshit.,1,3,Denial Anger Acceptance
869,"Hey, ZZ Top. The guy gave you",1,3,Denial Anger Acceptance
870,"the get, didn't he?",1,3,Denial Anger Acceptance
871,But not because of you.,1,3,Denial Anger Acceptance
872,You threatened him with castration.,1,3,Denial Anger Acceptance
873,It was business that brought him around.,1,3,Denial Anger Acceptance
874,"He wanted 50%, you wanted 25%.",1,3,Denial Anger Acceptance
875,So I split the difference.,1,3,Denial Anger Acceptance
876,I gave him 15%...,1,3,Denial Anger Acceptance
877,...he gives my daughter,1,3,Denial Anger Acceptance
878,the divorce...,1,3,Denial Anger Acceptance
879,It's business. It worked out.,1,3,Denial Anger Acceptance
880,"You gotta walk with me, Shlomo.",1,3,Denial Anger Acceptance
881,"Listen, don't worry.",1,3,Denial Anger Acceptance
882,I'm taking good care of you here.,1,3,Denial Anger Acceptance
883,What's that?,1,3,Denial Anger Acceptance
884,For your considerable trouble.,1,3,Denial Anger Acceptance
885,As the Talmud says...,1,3,Denial Anger Acceptance
886,I don't give a shit,1,3,Denial Anger Acceptance
887,"what he says, okay?",1,3,Denial Anger Acceptance
888,You want to give your son-in-law,1,3,Denial Anger Acceptance
889,15% of the motel?,1,3,Denial Anger Acceptance
890,You go ahead.,1,3,Denial Anger Acceptance
891,It comes out of your end.,1,3,Denial Anger Acceptance
892,"Now, we got you your get.",1,3,Denial Anger Acceptance
893,You get us our 25%. Got it?,1,3,Denial Anger Acceptance
894,My son was right.,1,3,Denial Anger Acceptance
895,You're mud. Godless clay!,1,3,Denial Anger Acceptance
896,I created a living golem!,1,3,Denial Anger Acceptance
897,What the fuck is a golem?,1,3,Denial Anger Acceptance
898,It's a monster! Frankenstein!,1,3,Denial Anger Acceptance
899,Get out of here...,1,3,Denial Anger Acceptance
900,Living dead!,1,3,Denial Anger Acceptance
901,...before I take your asshole son,1,3,Denial Anger Acceptance
902,and shove him up your ass!,1,3,Denial Anger Acceptance
903,Shut up!,1,3,Denial Anger Acceptance
904,[SHLOMO SPEAKS IN YIDDISH],1,3,Denial Anger Acceptance
905,Hey.,1,3,Denial Anger Acceptance
906,"Hey, how you doing?",1,3,Denial Anger Acceptance
907,One second.,1,3,Denial Anger Acceptance
908,[MACHINE BEEPS],1,3,Denial Anger Acceptance
909,I got some good news. We're in the,1,3,Denial Anger Acceptance
910,motel business. How do you like that?,1,3,Denial Anger Acceptance
911,Read this.,1,3,Denial Anger Acceptance
912,[MACHINE BEEPS],1,3,Denial Anger Acceptance
913,102.7.,1,3,Denial Anger Acceptance
914,They should take my temperature,1,3,Denial Anger Acceptance
915,with the other machine.,1,3,Denial Anger Acceptance
916,Paulie broke his hand,1,3,Denial Anger Acceptance
917,on the guy's head.,1,3,Denial Anger Acceptance
918,Digital.,1,3,Denial Anger Acceptance
919,We're waling on this guy.,1,3,Denial Anger Acceptance
920,I'm gonna cut his dick off.,1,3,Denial Anger Acceptance
921,I'll call the nurse.,1,3,Denial Anger Acceptance
922,He's mumbling and praying.,1,3,Denial Anger Acceptance
923,I'm getting his pants off.,1,3,Denial Anger Acceptance
924,They should take my temperature again.,1,3,Denial Anger Acceptance
925,"Yeah, yeah, call them.",1,3,Denial Anger Acceptance
926,Poor Jackie.,1,3,Denial Anger Acceptance
927,God has his reasons.,1,3,Denial Anger Acceptance
928,"Livia, he looked twice as old as me.",1,3,Denial Anger Acceptance
929,"So, what's really on your mind,",1,3,Denial Anger Acceptance
930,Corrado?,1,3,Denial Anger Acceptance
931,This Christopher Moltisanti.,1,3,Denial Anger Acceptance
932,Christopher? What about him?,1,3,Denial Anger Acceptance
933,Him and his little friend.,1,3,Denial Anger Acceptance
934,"They're slapping me in the face,",1,3,Denial Anger Acceptance
935,and they're hiding behind Tony.,1,3,Denial Anger Acceptance
936,"Well, Tony always loved Christopher",1,3,Denial Anger Acceptance
937,like a son.,1,3,Denial Anger Acceptance
938,"And so do I, Junior.",1,3,Denial Anger Acceptance
939,He put up my storm windows for me,1,3,Denial Anger Acceptance
940,one year.,1,3,Denial Anger Acceptance
941,Good.,1,3,Denial Anger Acceptance
942,But what do I do?,1,3,Denial Anger Acceptance
943,I just let him and this Filone kid,1,3,Denial Anger Acceptance
944,piss on me in public?,1,3,Denial Anger Acceptance
945,And how far do I go before I light,1,3,Denial Anger Acceptance
946,a frigging match...,1,3,Denial Anger Acceptance
947,...under that hotheaded son of yours?,1,3,Denial Anger Acceptance
948,Maybe Christopher could use,1,3,Denial Anger Acceptance
949,a little talking to.,1,3,Denial Anger Acceptance
950,You know.,1,3,Denial Anger Acceptance
951,The other one...,1,3,Denial Anger Acceptance
952,...Filone?,1,3,Denial Anger Acceptance
953,I don't know.,1,3,Denial Anger Acceptance
954,You got a lot of sense for an old gal.,1,3,Denial Anger Acceptance
955,"No, I'm a babbling idiot.",1,3,Denial Anger Acceptance
956,That's why my son put me,1,3,Denial Anger Acceptance
957,in a nursing home.,1,3,Denial Anger Acceptance
958,He didn't even care I was there.,1,3,Denial Anger Acceptance
959,It was just him,1,3,Denial Anger Acceptance
960,and that fucking cancer.,1,3,Denial Anger Acceptance
961,It's like he's already gone.,1,3,Denial Anger Acceptance
962,Yes.,1,3,Denial Anger Acceptance
963,Ah.,1,3,Denial Anger Acceptance
964,[SIGHS],1,3,Denial Anger Acceptance
965,Somebody called me,1,3,Denial Anger Acceptance
966,a Frankenstein today.,1,3,Denial Anger Acceptance
967,Really?,1,3,Denial Anger Acceptance
968,This Hasid I'm doing business with.,1,3,Denial Anger Acceptance
969,"These Hasids, I mean,",1,3,Denial Anger Acceptance
970,they're out there...,1,3,Denial Anger Acceptance
971,"...but they got their beliefs,",1,3,Denial Anger Acceptance
972,you know?,1,3,Denial Anger Acceptance
973,They're not afraid of death.,1,3,Denial Anger Acceptance
974,This one guy wasn't.,1,3,Denial Anger Acceptance
975,Maybe they have the belief,1,3,Denial Anger Acceptance
976,because they are afraid.,1,3,Denial Anger Acceptance
977,I'm not afraid of death.,1,3,Denial Anger Acceptance
978,Not if it's for something.,1,3,Denial Anger Acceptance
979,"You know? A war, something like that.",1,3,Denial Anger Acceptance
980,A reason.,1,3,Denial Anger Acceptance
981,But Jackie...,1,3,Denial Anger Acceptance
982,To see this strong...,1,3,Denial Anger Acceptance
983,...beautiful man...,1,3,Denial Anger Acceptance
984,...just wither away to nothing...,1,3,Denial Anger Acceptance
985,And you can't do nothing about it.,1,3,Denial Anger Acceptance
986,You can't fight it.,1,3,Denial Anger Acceptance
987,You envy the Hasids and their beliefs?,1,3,Denial Anger Acceptance
988,All this shit's for nothing?,1,3,Denial Anger Acceptance
989,"If it's for nothing,",1,3,Denial Anger Acceptance
990,why must I think about it?,1,3,Denial Anger Acceptance
991,"That's the mystery, isn't it?",1,3,Denial Anger Acceptance
992,"The mystery of God,",1,3,Denial Anger Acceptance
993,or whatever you want to call it...,1,3,Denial Anger Acceptance
994,...and why we're given,1,3,Denial Anger Acceptance
995,the questionable gift...,1,3,Denial Anger Acceptance
996,...of knowing that we're gonna die.,1,3,Denial Anger Acceptance
997,[SNIFFS],1,3,Denial Anger Acceptance
998,Do you feel like Frankenstein?,1,3,Denial Anger Acceptance
999,A thing?,1,3,Denial Anger Acceptance
1000,Lacking humanity?,1,3,Denial Anger Acceptance
1001,Lacking human feelings?,1,3,Denial Anger Acceptance
1002,[KIDS SINGING],1,3,Denial Anger Acceptance
1003,[SINGING],1,3,Denial Anger Acceptance
1004,Thank you. That's for you.,1,3,Denial Anger Acceptance
1005,"Say hello to Freddy, all right?",1,3,Denial Anger Acceptance
1006,Let go!,1,3,Denial Anger Acceptance
1007,[SINGING CONTINUES],1,3,Denial Anger Acceptance
1008,Let me go!,1,3,Denial Anger Acceptance
1009,Let me go!,1,3,Denial Anger Acceptance
1010,[SPEAKING IN RUSSIAN],1,3,Denial Anger Acceptance
1011,You're friends of,1,3,Denial Anger Acceptance
1012,"Tony's goomar, right?",1,3,Denial Anger Acceptance
1013,Meadow wanted the crystal.,1,3,Denial Anger Acceptance
1014,"If I didn't get it to her,",1,3,Denial Anger Acceptance
1015,she would've went to Jefferson.,1,3,Denial Anger Acceptance
1016,You tell Tony.,1,3,Denial Anger Acceptance
1017,They would've beat her and raped her!,1,3,Denial Anger Acceptance
1018,I don't want to die now!,1,3,Denial Anger Acceptance
1019,I didn't mean it. I am sorry!,1,3,Denial Anger Acceptance
1020,Listen to me!,1,3,Denial Anger Acceptance
1021,I was trying to save her!,1,3,Denial Anger Acceptance
1022,Listen to me! You speak English?,1,3,Denial Anger Acceptance
1023,Don't shoot me! Don't shoot!,1,3,Denial Anger Acceptance
1024,[GUN CLICKS],1,3,Denial Anger Acceptance
1025,[MAN SPEAKS IN RUSSIAN],1,3,Denial Anger Acceptance
1026,[GROANS],1,3,Denial Anger Acceptance
1027,Fuck!,1,3,Denial Anger Acceptance
1028,[SINGING],1,3,Denial Anger Acceptance
1029,[SINGING],1,3,Denial Anger Acceptance
1030,[SINGING],1,3,Denial Anger Acceptance
1031,"Hi, Jack. Bye, Jack.",1,3,Denial Anger Acceptance
1032,[WATER SPLASHES],1,3,Denial Anger Acceptance
1033,[SINGING],1,3,Denial Anger Acceptance
1,[CLOCK TICKING],1,4,Meadowlands
2,[SIGHS],1,4,Meadowlands
3,"You gonna say something, or what?",1,4,Meadowlands
4,It's your dime.,1,4,Meadowlands
5,[DUCK QUACKS],1,4,Meadowlands
6,What's he doing here?,1,4,Meadowlands
7,A friend of mine walked by.,1,4,Meadowlands
8,Heshie. He has a 3:00.,1,4,Meadowlands
9,[HEART BEATING],1,4,Meadowlands
10,[WOMAN MOANS],1,4,Meadowlands
11,SILVIO:,1,4,Meadowlands
12,"Yeah, baby.",1,4,Meadowlands
13,[SILVIO MOANS],1,4,Meadowlands
14,[FOOTSTEPS ECHO],1,4,Meadowlands
15,What the hell's going on?,1,4,Meadowlands
16,JACKIE: Thunderstorms.,1,4,Meadowlands
17,[MONITOR BEEPS],1,4,Meadowlands
18,Jackie.,1,4,Meadowlands
19,You smell it?,1,4,Meadowlands
20,That's rain.,1,4,Meadowlands
21,"Dr. Melfi, what the hell",1,4,Meadowlands
22,are you doing to me?,1,4,Meadowlands
23,[MONITOR BEEPS FASTER],1,4,Meadowlands
24,[YELPS],1,4,Meadowlands
25,[IRINA SPEAKS IN RUSSIAN],1,4,Meadowlands
26,Go back to sleep.,1,4,Meadowlands
27,[IRINA MUMBLES],1,4,Meadowlands
28,What are you doing up?,1,4,Meadowlands
29,You got school tomorrow.,1,4,Meadowlands
30,A.J:,1,4,Meadowlands
31,Working on a high score.,1,4,Meadowlands
32,Did your mother go to bed?,1,4,Meadowlands
33,Yeah.,1,4,Meadowlands
34,Where were you?,1,4,Meadowlands
35,The compactor went down,1,4,Meadowlands
36,at Barone Sanitation.,1,4,Meadowlands
37,[VIDEO GAME MUSIC PLAYS],1,4,Meadowlands
38,Move over.,1,4,Meadowlands
39,Ready?,1,4,Meadowlands
40,Yeah.,1,4,Meadowlands
41,Go!,1,4,Meadowlands
42,Watch out for the ghosts.,1,4,Meadowlands
43,This ain't steering right.,1,4,Meadowlands
44,"Yeah, kicking your butt.",1,4,Meadowlands
45,So how're things going with you?,1,4,Meadowlands
46,How's school?,1,4,Meadowlands
47,"Dad, you have to concentrate.",1,4,Meadowlands
48,New game.,1,4,Meadowlands
49,No fair.,1,4,Meadowlands
50,It's called a handicap.,1,4,Meadowlands
51,"Come on, stop!",1,4,Meadowlands
52,I'm kicking your ass!,1,4,Meadowlands
53,"TONY: One hand, look at that!",1,4,Meadowlands
54,A.J: I can't see.,1,4,Meadowlands
55,A.J:,1,4,Meadowlands
56,Get off!,1,4,Meadowlands
57,Ow! Stop! Come on!,1,4,Meadowlands
58,You lose.,1,4,Meadowlands
59,Focus through distractions.,1,4,Meadowlands
60,There's your lesson.,1,4,Meadowlands
61,I want you in bed in 10 minutes.,1,4,Meadowlands
62,"Andretti, you listening to me?",1,4,Meadowlands
63,"Good night, Dad.",1,4,Meadowlands
64,Good night.,1,4,Meadowlands
65,[SIRENS],1,4,Meadowlands
66,Where'd you park?,1,4,Meadowlands
67,In the parking lot.,1,4,Meadowlands
68,No one followed me.,1,4,Meadowlands
69,"Adriana, you wouldn't know it.",1,4,Meadowlands
70,"Oh, yeah. Like Tony Soprano's",1,4,Meadowlands
71,hiding in my back seat.,1,4,Meadowlands
72,You are so paranoid.,1,4,Meadowlands
73,Bring the car right here.,1,4,Meadowlands
74,"I know, he's in disguise.",1,4,Meadowlands
75,That could be him.,1,4,Meadowlands
76,"Hey, Tony! Or maybe he's",1,4,Meadowlands
77,in the trash can.,1,4,Meadowlands
78,"Come out, come out,",1,4,Meadowlands
79,wherever you are!,1,4,Meadowlands
80,Ow! Let go of me!,1,4,Meadowlands
81,"It could be anybody, anytime.",1,4,Meadowlands
82,I don't even know if it's Tony.,1,4,Meadowlands
83,You gave crystal meth,1,4,Meadowlands
84,to his daughter!,1,4,Meadowlands
85,Which I'm not sure he knows.,1,4,Meadowlands
86,Look at my wrist. It's all red.,1,4,Meadowlands
87,I'm sorry!,1,4,Meadowlands
88,But I got dragged out to,1,4,Meadowlands
89,the fucking Meadowlands by my neck!,1,4,Meadowlands
90,Mock execution!,1,4,Meadowlands
91,What?,1,4,Meadowlands
92,What?,1,4,Meadowlands
93,Nothing.,1,4,Meadowlands
94,"No, what?",1,4,Meadowlands
95,"You don't want to know, trust me.",1,4,Meadowlands
96,Know what?,1,4,Meadowlands
97,I heard the nurse say you made,1,4,Meadowlands
98,number two in your pants.,1,4,Meadowlands
99,Is that what happens?,1,4,Meadowlands
100,"Get the car! Please, can we",1,4,Meadowlands
101,just go to Brendan's...,1,4,Meadowlands
102,...score some shit and find out,1,4,Meadowlands
103,what's going on?,1,4,Meadowlands
104,Please!,1,4,Meadowlands
105,[KNOCKING],1,4,Meadowlands
106,CHRIS:,1,4,Meadowlands
107,"Brendan, let's go. Wake up, man.",1,4,Meadowlands
108,[TELEVISION BLARES],1,4,Meadowlands
109,The fool leaves his door open.,1,4,Meadowlands
110,I gotta pee.,1,4,Meadowlands
111,Go for it.,1,4,Meadowlands
112,You should have seen me at the,1,4,Meadowlands
113,hospital. Three nurses...,1,4,Meadowlands
114,[ADRIANA SCREAMS],1,4,Meadowlands
115,MAN ON TV:,1,4,Meadowlands
116,You will comply with the orders.,1,4,Meadowlands
117,[FLIES BUZZING],1,4,Meadowlands
118,Yeah. Yeah.,1,4,Meadowlands
119,That's the message. Thanks.,1,4,Meadowlands
120,LANCE:,1,4,Meadowlands
121,"Way to go, Anth!",1,4,Meadowlands
122,"Hear it in five, four, three, two...",1,4,Meadowlands
123,[PAGER RINGS],1,4,Meadowlands
124,"Yo, check it.",1,4,Meadowlands
125,You think this is funny?,1,4,Meadowlands
126,What? What's funny?,1,4,Meadowlands
127,I didn't do nothing.,1,4,Meadowlands
128,"You beep me again, you'll be sorry.",1,4,Meadowlands
129,We don't know what,1,4,Meadowlands
130,you're talking about.,1,4,Meadowlands
131,"""Your mother blows.""",1,4,Meadowlands
132,That's a real original message.,1,4,Meadowlands
133,"Maybe she does, right?",1,4,Meadowlands
134,Yeah.,1,4,Meadowlands
135,Then why'd you eat all the,1,4,Meadowlands
136,doughnuts she sent us at camp?,1,4,Meadowlands
137,And then cry on her shoulder:,1,4,Meadowlands
138,"""I'm so homesick, Mrs. Piocosta.""",1,4,Meadowlands
139,Why don't you shut up?,1,4,Meadowlands
140,"Have another doughnut,",1,4,Meadowlands
141,you fat fart-knocker!,1,4,Meadowlands
142,A.J:,1,4,Meadowlands
143,I'm gonna kill him!,1,4,Meadowlands
144,Dickwad!,1,4,Meadowlands
145,"Hey, break it up!",1,4,Meadowlands
146,Break it up!,1,4,Meadowlands
147,I want a 5-minute,1,4,Meadowlands
148,"cool-down period, now.",1,4,Meadowlands
149,[BELL RINGS],1,4,Meadowlands
150,SILVIO:,1,4,Meadowlands
151,"See you next week, doc.",1,4,Meadowlands
152,HYGIENIST:,1,4,Meadowlands
153,"Mr. Dante, you forgot something.",1,4,Meadowlands
154,"Thank you, baby.",1,4,Meadowlands
155,Don't forget to floss.,1,4,Meadowlands
156,You saved my life.,1,4,Meadowlands
157,"All right. See you next week,",1,4,Meadowlands
158,all right?,1,4,Meadowlands
159,"Can I help you, sir?",1,4,Meadowlands
160,Sir?,1,4,Meadowlands
161,Sir?,1,4,Meadowlands
162,TONY:,1,4,Meadowlands
163,"Oh, my God.",1,4,Meadowlands
164,TONY: I'm having second thoughts.,1,4,Meadowlands
165,About?,1,4,Meadowlands
